model,split_role,dataset,row_key,threshold,k2_correct,k8_correct,k2_margin,router_decision,router_correct,router_tokens,k2_tokens,k8_tokens,oracle_correct,oracle_tokens
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:211,1.001,False,False,0.0,ESCALATE_TO_K8,False,2160,540,2160,False,269
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:221,1.001,False,False,0.0,ESCALATE_TO_K8,False,2167,542,2167,False,271
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:222,1.001,False,False,0.0,ESCALATE_TO_K8,False,3032,758,3032,False,379
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:224,1.001,False,False,0.0,ESCALATE_TO_K8,False,2431,608,2431,False,304
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:225,1.001,False,False,0.0,ESCALATE_TO_K8,False,2222,556,2222,False,278
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:240,1.001,False,False,0.0,ESCALATE_TO_K8,False,3744,936,3744,False,468
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:243,1.001,False,False,0.0,ESCALATE_TO_K8,False,2240,560,2240,False,280
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:246,1.001,False,False,0.0,ESCALATE_TO_K8,False,2431,608,2431,False,302
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:247,1.001,False,False,0.0,ESCALATE_TO_K8,False,2256,564,2256,False,282
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:249,1.001,False,False,0.0,ESCALATE_TO_K8,False,2256,564,2256,False,282
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:250,1.001,False,False,0.0,ESCALATE_TO_K8,False,2487,622,2487,False,311
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:256,1.001,False,False,0.0,ESCALATE_TO_K8,False,2158,540,2158,False,270
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:259,1.001,False,False,0.0,ESCALATE_TO_K8,False,2086,521,2086,False,261
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:264,1.001,False,False,0.0,ESCALATE_TO_K8,False,3896,974,3896,False,487
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:269,1.001,False,False,0.0,ESCALATE_TO_K8,False,2263,565,2263,False,283
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:274,1.001,False,False,0.0,ESCALATE_TO_K8,False,2440,610,2440,False,305
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:276,1.001,False,False,0.0,ESCALATE_TO_K8,False,2128,532,2128,False,266
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:284,1.001,False,False,0.0,ESCALATE_TO_K8,False,2416,604,2416,False,302
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:287,1.001,False,False,0.0,ESCALATE_TO_K8,False,2448,612,2448,False,306
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:298,1.001,False,False,0.0,ESCALATE_TO_K8,False,3328,832,3328,False,416
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:300,1.001,False,False,0.0,ESCALATE_TO_K8,False,2135,534,2135,False,267
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:318,1.001,False,False,0.0,ESCALATE_TO_K8,False,2176,544,2176,False,272
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:326,1.001,False,False,0.0,ESCALATE_TO_K8,False,2304,576,2304,False,288
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:328,1.001,False,False,0.0,ESCALATE_TO_K8,False,2520,630,2520,False,315
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:329,1.001,False,False,0.0,ESCALATE_TO_K8,False,2128,532,2128,False,266
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:330,1.001,False,False,0.0,ESCALATE_TO_K8,False,2232,558,2232,False,279
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:340,1.001,False,False,0.0,ESCALATE_TO_K8,False,2720,680,2720,False,340
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:345,1.001,False,False,0.0,ESCALATE_TO_K8,False,2208,552,2208,False,276
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:365,1.001,False,False,0.0,ESCALATE_TO_K8,False,2384,596,2384,False,298
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:373,1.001,False,False,0.0,ESCALATE_TO_K8,False,2487,622,2487,False,311
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:384,1.001,False,False,0.0,ESCALATE_TO_K8,False,2136,534,2136,False,267
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:393,1.001,False,False,0.0,ESCALATE_TO_K8,False,2592,648,2592,False,324
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:404,1.001,False,False,0.0,ESCALATE_TO_K8,False,2253,563,2253,False,282
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:408,1.001,False,False,0.0,ESCALATE_TO_K8,False,2456,614,2456,False,307
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:414,1.001,False,False,0.0,ESCALATE_TO_K8,False,2240,560,2240,False,280
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:420,1.001,False,False,0.0,ESCALATE_TO_K8,False,2389,597,2389,False,299
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:422,1.001,False,False,0.0,ESCALATE_TO_K8,False,2816,704,2816,False,352
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:427,1.001,False,False,0.0,ESCALATE_TO_K8,False,2319,580,2319,False,290
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:429,1.001,False,False,0.0,ESCALATE_TO_K8,False,2232,558,2232,False,279
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:432,1.001,False,False,0.0,ESCALATE_TO_K8,False,2560,640,2560,False,320
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:439,1.001,False,False,0.0,ESCALATE_TO_K8,False,2103,526,2103,False,263
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:448,1.001,False,False,0.0,ESCALATE_TO_K8,False,2368,592,2368,False,296
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:461,1.001,False,False,0.0,ESCALATE_TO_K8,False,2720,680,2720,False,340
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:468,1.001,False,False,0.0,ESCALATE_TO_K8,False,2200,550,2200,False,275
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:470,1.001,False,False,0.0,ESCALATE_TO_K8,False,2336,584,2336,False,292
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:476,1.001,False,False,0.0,ESCALATE_TO_K8,False,2440,610,2440,False,305
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:490,1.001,False,False,0.0,ESCALATE_TO_K8,False,2680,670,2680,False,335
deepseek_r1_distill_qwen_7b,strict_domain_holdout_test,math500,math500:test:492,1.001,False,False,0.0,ESCALATE_TO_K8,False,2614,654,2614,False,327
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:22,0.025,False,False,0.0,ESCALATE_TO_K8,False,3062,765,3062,False,383
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:44,0.025,False,False,0.0,ESCALATE_TO_K8,False,2484,622,2484,False,311
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:51,0.025,False,False,0.0,ESCALATE_TO_K8,False,2084,538,2084,False,269
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:56,0.025,False,False,0.0,ESCALATE_TO_K8,False,2182,544,2182,False,273
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:60,0.025,False,False,0.0,ESCALATE_TO_K8,False,2400,600,2400,False,300
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:62,0.025,False,False,0.0,ESCALATE_TO_K8,False,2788,698,2788,False,349
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:64,0.025,False,False,0.0,ESCALATE_TO_K8,False,2334,620,2334,False,309
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:67,0.025,False,False,0.0,ESCALATE_TO_K8,False,2376,594,2376,False,297
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:71,0.025,False,False,0.0,ESCALATE_TO_K8,False,2170,548,2170,False,274
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:87,0.025,False,False,0.0,ESCALATE_TO_K8,False,2128,538,2128,False,270
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:88,0.025,False,False,0.0,ESCALATE_TO_K8,False,2743,686,2743,False,343
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:89,0.025,False,False,0.0,ESCALATE_TO_K8,False,2183,546,2183,False,273
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:101,0.025,False,False,0.0,ESCALATE_TO_K8,False,3375,844,3375,False,422
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:112,0.025,False,False,0.0,ESCALATE_TO_K8,False,2584,646,2584,False,323
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:130,0.025,False,False,0.0,ESCALATE_TO_K8,False,2287,572,2287,False,286
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:132,0.025,False,False,0.0,ESCALATE_TO_K8,False,2006,477,2006,False,196
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:135,0.025,False,False,0.0,ESCALATE_TO_K8,False,2545,642,2545,False,321
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:140,0.025,False,False,0.0,ESCALATE_TO_K8,False,2197,516,2197,False,258
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:144,0.025,False,False,0.0,ESCALATE_TO_K8,False,1749,456,1749,False,208
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:145,0.025,False,False,0.0,ESCALATE_TO_K8,False,2422,606,2422,False,303
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:150,0.025,False,False,0.0,ESCALATE_TO_K8,False,3791,948,3791,False,474
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:157,0.025,False,False,0.0,ESCALATE_TO_K8,False,2298,529,2298,False,274
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:160,0.025,False,False,0.0,ESCALATE_TO_K8,False,1966,544,1966,False,272
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:161,0.025,True,True,0.0,ESCALATE_TO_K8,True,1234,374,1234,True,120
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:162,0.025,False,False,0.0,ESCALATE_TO_K8,False,2320,592,2320,False,297
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:167,0.025,False,False,0.0,ESCALATE_TO_K8,False,1930,469,1930,False,252
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:168,0.025,False,False,0.0,ESCALATE_TO_K8,False,7457,1860,7457,False,932
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:172,0.025,False,False,0.0,ESCALATE_TO_K8,False,2240,560,2240,False,280
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:177,0.025,False,False,0.0,ESCALATE_TO_K8,False,4375,1093,4375,False,547
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:194,0.025,False,False,0.0,ESCALATE_TO_K8,False,2267,568,2267,False,284
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:206,0.025,False,False,0.0,ESCALATE_TO_K8,False,2366,662,2366,False,331
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:210,0.025,False,False,0.0,ESCALATE_TO_K8,False,3257,792,3257,False,415
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:211,0.025,False,False,0.0,ESCALATE_TO_K8,False,2169,549,2169,False,219
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:221,0.025,False,False,0.0,ESCALATE_TO_K8,False,2223,556,2223,False,269
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:222,0.025,False,False,0.0,ESCALATE_TO_K8,False,3224,806,3224,False,403
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:224,0.025,False,False,0.0,ESCALATE_TO_K8,False,2471,618,2471,False,309
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:225,0.025,False,False,0.0,ESCALATE_TO_K8,False,2146,567,2146,False,283
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:240,0.025,False,False,0.0,ESCALATE_TO_K8,False,3862,976,3862,False,400
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:243,0.025,False,False,0.0,ESCALATE_TO_K8,False,2183,570,2183,False,269
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:246,0.025,False,False,0.0,ESCALATE_TO_K8,False,2057,407,2057,False,310
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:247,0.025,False,False,0.0,ESCALATE_TO_K8,False,2320,580,2320,False,290
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:249,0.025,False,False,0.0,ESCALATE_TO_K8,False,2302,575,2302,False,288
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:250,0.025,False,False,0.0,ESCALATE_TO_K8,False,2518,629,2518,False,315
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:256,0.025,False,False,0.0,ESCALATE_TO_K8,False,2120,543,2120,False,275
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:259,0.025,True,True,1.0,STOP_AT_K2,True,412,412,1615,True,155
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:264,0.025,False,False,0.0,ESCALATE_TO_K8,False,4445,1116,4445,False,558
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:269,0.025,False,False,0.0,ESCALATE_TO_K8,False,2173,492,2173,False,253
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:274,0.025,False,False,0.0,ESCALATE_TO_K8,False,2454,624,2454,False,312
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:276,0.025,False,False,0.0,ESCALATE_TO_K8,False,2167,542,2167,False,271
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:284,0.025,False,False,0.0,ESCALATE_TO_K8,False,2462,616,2462,False,308
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:287,0.025,False,False,0.0,ESCALATE_TO_K8,False,2496,624,2496,False,311
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:298,0.025,False,False,0.0,ESCALATE_TO_K8,False,3208,802,3208,False,401
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:300,0.025,False,False,0.0,ESCALATE_TO_K8,False,2017,548,2017,False,209
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:318,0.025,False,False,0.0,ESCALATE_TO_K8,False,2207,552,2207,False,276
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:326,0.025,False,False,0.0,ESCALATE_TO_K8,False,2352,588,2352,False,294
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:328,0.025,False,False,0.0,ESCALATE_TO_K8,False,2533,639,2533,False,320
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:329,0.025,False,False,0.0,ESCALATE_TO_K8,False,1938,500,1938,False,222
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:330,0.025,False,False,0.0,ESCALATE_TO_K8,False,2251,570,2251,False,285
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:340,0.025,False,False,0.0,ESCALATE_TO_K8,False,2630,670,2630,False,293
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:345,0.025,False,False,0.0,ESCALATE_TO_K8,False,1588,335,1588,False,125
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:365,0.025,False,False,0.0,ESCALATE_TO_K8,False,2472,618,2472,False,308
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:373,0.025,False,False,0.0,ESCALATE_TO_K8,False,2452,581,2452,False,316
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:384,0.025,True,True,1.0,STOP_AT_K2,True,188,188,1033,True,188
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:393,0.025,False,False,1.0,STOP_AT_K2,False,674,674,2661,False,337
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:404,0.025,False,True,0.0,ESCALATE_TO_K8,True,2132,510,2132,True,2132
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:408,0.025,False,False,0.0,ESCALATE_TO_K8,False,2131,458,2131,False,252
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:414,0.025,False,False,0.0,ESCALATE_TO_K8,False,2286,572,2286,False,286
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:420,0.025,False,False,0.0,ESCALATE_TO_K8,False,2384,596,2384,False,298
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:422,0.025,False,False,0.0,ESCALATE_TO_K8,False,2864,716,2864,False,358
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:427,0.025,False,False,0.0,ESCALATE_TO_K8,False,2198,529,2198,False,289
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:429,0.025,False,False,0.0,ESCALATE_TO_K8,False,2272,568,2272,False,284
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:432,0.025,False,False,0.0,ESCALATE_TO_K8,False,2616,654,2616,False,327
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:439,0.025,False,True,0.0,ESCALATE_TO_K8,True,2151,538,2151,True,2151
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:448,0.025,False,False,0.0,ESCALATE_TO_K8,False,2387,605,2387,False,303
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:461,0.025,False,True,0.0,ESCALATE_TO_K8,True,2772,691,2772,True,2772
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:468,0.025,False,False,0.0,ESCALATE_TO_K8,False,2213,560,2213,False,264
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:470,0.025,False,False,0.0,ESCALATE_TO_K8,False,2376,594,2376,False,297
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:476,0.025,False,False,0.0,ESCALATE_TO_K8,False,2503,626,2503,False,313
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:490,0.025,False,False,0.0,ESCALATE_TO_K8,False,2759,689,2759,False,345
mistral_7b_instruct_v0p3,strict_domain_holdout_test,math500,math500:test:492,0.025,False,False,0.0,ESCALATE_TO_K8,False,2600,650,2600,False,324
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:22,0.025,False,False,0.0,ESCALATE_TO_K8,False,3016,754,3016,False,377
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:44,0.025,False,False,0.0,ESCALATE_TO_K8,False,2512,628,2512,False,314
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:51,0.025,False,False,0.0,ESCALATE_TO_K8,False,2166,541,2166,False,271
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:56,0.025,True,True,1.0,STOP_AT_K2,True,441,441,1543,True,173
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:60,0.025,False,False,0.0,ESCALATE_TO_K8,False,2400,600,2400,False,300
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:62,0.025,False,False,0.0,ESCALATE_TO_K8,False,2840,710,2840,False,354
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:64,0.025,False,False,0.0,ESCALATE_TO_K8,False,2520,630,2520,False,314
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:67,0.025,False,False,0.0,ESCALATE_TO_K8,False,2388,600,2388,False,299
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:71,0.025,False,False,0.0,ESCALATE_TO_K8,False,2215,553,2215,False,276
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:87,0.025,False,False,1.0,STOP_AT_K2,False,546,546,2183,False,273
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:88,0.025,False,False,0.0,ESCALATE_TO_K8,False,2696,674,2696,False,337
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:89,0.025,False,False,0.0,ESCALATE_TO_K8,False,2198,550,2198,False,275
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:101,0.025,False,False,0.0,ESCALATE_TO_K8,False,3527,882,3527,False,441
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:112,0.025,False,False,0.0,ESCALATE_TO_K8,False,2608,652,2608,False,326
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:130,0.025,False,False,0.0,ESCALATE_TO_K8,False,2310,578,2310,False,289
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:132,0.025,True,True,1.0,STOP_AT_K2,True,490,490,1849,True,232
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:135,0.025,False,False,0.0,ESCALATE_TO_K8,False,2559,640,2559,False,320
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:140,0.025,False,False,0.0,ESCALATE_TO_K8,False,2256,564,2256,False,282
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:144,0.025,True,True,0.0,ESCALATE_TO_K8,True,2328,591,2328,True,273
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:145,0.025,False,False,0.0,ESCALATE_TO_K8,False,2463,616,2463,False,308
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:150,0.025,False,False,0.0,ESCALATE_TO_K8,False,3790,948,3790,False,474
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:157,0.025,False,False,0.0,ESCALATE_TO_K8,False,2295,578,2295,False,296
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:160,0.025,False,False,0.0,ESCALATE_TO_K8,False,2184,546,2184,False,273
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:161,0.025,True,True,1.0,STOP_AT_K2,True,291,291,1143,True,132
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:162,0.025,False,False,0.0,ESCALATE_TO_K8,False,2385,602,2385,False,301
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:167,0.025,True,True,1.0,STOP_AT_K2,True,541,541,2171,True,305
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:168,0.025,False,False,0.0,ESCALATE_TO_K8,False,7335,1834,7335,False,917
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:172,0.025,False,False,0.0,ESCALATE_TO_K8,False,2239,559,2239,False,280
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:177,0.025,False,False,1.0,STOP_AT_K2,False,966,966,3853,False,501
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:194,0.025,False,False,0.0,ESCALATE_TO_K8,False,2287,572,2287,False,286
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:206,0.025,False,False,0.0,ESCALATE_TO_K8,False,2720,680,2720,False,340
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:210,0.025,False,True,0.0,ESCALATE_TO_K8,True,3326,838,3326,True,3326
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:211,0.025,False,True,0.0,ESCALATE_TO_K8,True,2102,521,2102,True,277
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:221,0.025,False,False,0.0,ESCALATE_TO_K8,False,2230,558,2230,False,279
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:222,0.025,False,False,0.0,ESCALATE_TO_K8,False,3096,774,3096,False,387
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:224,0.025,False,False,0.0,ESCALATE_TO_K8,False,2495,624,2495,False,312
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:225,0.025,False,True,0.0,ESCALATE_TO_K8,True,2209,568,2209,True,221
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:240,0.025,False,False,0.0,ESCALATE_TO_K8,False,3807,952,3807,False,475
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:243,0.025,True,True,0.0,ESCALATE_TO_K8,True,2186,545,2186,True,280
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:246,0.025,False,True,0.0,ESCALATE_TO_K8,True,2351,624,2351,True,203
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:247,0.025,False,False,0.0,ESCALATE_TO_K8,False,2320,580,2320,False,290
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:249,0.025,False,False,0.0,ESCALATE_TO_K8,False,2320,580,2320,False,290
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:250,0.025,False,False,0.0,ESCALATE_TO_K8,False,2551,637,2551,False,319
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:256,0.025,False,False,0.0,ESCALATE_TO_K8,False,2221,555,2221,False,277
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:259,0.025,True,True,1.0,STOP_AT_K2,True,479,479,1776,True,210
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:264,0.025,False,False,0.0,ESCALATE_TO_K8,False,3938,990,3938,False,495
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:269,0.025,False,False,0.0,ESCALATE_TO_K8,False,2328,582,2328,True,288
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:274,0.025,False,False,0.0,ESCALATE_TO_K8,False,2503,626,2503,False,313
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:276,0.025,False,False,0.0,ESCALATE_TO_K8,False,2192,548,2192,False,274
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:284,0.025,False,False,0.0,ESCALATE_TO_K8,False,2480,620,2480,False,310
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:287,0.025,False,False,0.0,ESCALATE_TO_K8,False,2512,628,2512,False,313
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:298,0.025,False,False,0.0,ESCALATE_TO_K8,False,3392,848,3392,False,424
qwen2p5_7b_instruct,strict_domain_holdout_test,math500,math500:test:300,0.025,True,True,1.0,STOP_AT_K2,True,483,483,1962,True,251
