idx,case_type,json_valid,parse_error,label,verifier_prediction,source_id_match,title_similarity,content_similarity,year_match,claimed_title,claimed_year,claimed_doi,claimed_arxiv_id,gold_title,research_question,raw_output
143,source_conditioned_supported,False,no_json_object,supported,hallucinated,False,0.0,0.0,False,,,,,Robust Self-Healable and Three-Dimensional Printable Thermoplastic Elastomeric Waterborne Polyurethane for Artificial Muscle and Biomedical Scaffold Applications,What are the main trade-offs between using neuromorphic processors and conventional deep learning accelerators for real-time biomedical signal processing on edge/point-of-care devices?,"assistant

{""claimed_title"": ""Robust Self-Healable and Three-Dimensional Printing of Shape-Memory Alloys for 3D printing of shape-memory alloys (SMAs) for biomedical applications."
143,shifted_source_negative,False,no_json_object,hallucinated,hallucinated,False,0.0,0.0,False,,,,,Novel immune checkpoint targets: moving beyond PD-1 and CTLA-4,"What are the key challenges and design considerations when building software frameworks that model innate immune system principles for use in artificial immune systems, and how can those challenges be addressed?","assistant

{""claimed_title"": ""Robust Self-Healable and Three-Dimensional Printing of Shape-Memory Alloys for 3D printing of shape-memory alloys (SMAs) for biomedical applications."
144,source_conditioned_supported,False,no_json_object,supported,hallucinated,False,0.0,0.0,False,,,,,Novel immune checkpoint targets: moving beyond PD-1 and CTLA-4,"What are the key challenges and design considerations when building software frameworks that model innate immune system principles for use in artificial immune systems, and how can those challenges be addressed?","assistant

{""claimed_title"": ""Novel immune checkpoint targets for cancer immunotherapy"", ""claimed_year"": 2019, ""claimed_doi"": ""https://doi.org/10.1186/s12943-2019-1091."
144,shifted_source_negative,False,no_json_object,hallucinated,hallucinated,False,0.0,0.0,False,,,,,Road Rage and Aggressive Driving Behaviour Detection in Usage-Based Insurance Using Machine Learning,"What practical steps can organizations that use machine learning for official statistics take to detect, monitor, and mitigate the impacts of changing data sources on the validity and reliability of their outputs?","assistant

{""claimed_title"": ""Novel immune checkpoint targets for cancer immunotherapy"", ""claimed_year"": 2019, ""claimed_doi"": ""https://doi.org/10.1186/s12943-2019-1091."
145,source_conditioned_supported,True,,supported,supported,True,1.0,1.0,True,Road Rage and Aggressive Driving Behaviour Detection in Usage-Based Insurance Using Machine Learning,2023,https://doi.org/10.4018/ijsi.319314,2306.04338v1,Road Rage and Aggressive Driving Behaviour Detection in Usage-Based Insurance Using Machine Learning,"What practical steps can organizations that use machine learning for official statistics take to detect, monitor, and mitigate the impacts of changing data sources on the validity and reliability of their outputs?","{""claimed_title"": ""Road Rage and Aggressive Driving Behaviour Detection in Usage-Based Insurance Using Machine Learning"", ""claimed_year"": 2023, ""claimed_doi"": ""https://doi.org/10.4018/ijsi.319314"", ""claimed_arxiv_id"": ""2306.04338v1"", ""claimed_content"": ""The quality and integrity of data-science-driven statistics rely on the accuracy and reliability of the data sources and the machine learning techniques that support them.""}"
145,shifted_source_negative,True,,hallucinated,hallucinated,False,0.35233160621761656,0.04983012457531144,False,Road Rage and Aggressive Driving Behaviour Detection in Usage-Based Insurance Using Machine Learning,2023,https://doi.org/10.4018/ijsi.319314,2306.04338v1,ModelTest-NG: A New and Scalable Tool for the Selection of DNA and Protein Evolutionary Models,"How do precision measurements of rare decays of neutral B mesons into muon pairs constrain theories beyond the Standard Model, and which classes of new-physics models are most strongly affected by such constraints?","{""claimed_title"": ""Road Rage and Aggressive Driving Behaviour Detection in Usage-Based Insurance Using Machine Learning"", ""claimed_year"": 2023, ""claimed_doi"": ""https://doi.org/10.4018/ijsi.319314"", ""claimed_arxiv_id"": ""2306.04338v1"", ""claimed_content"": ""The quality and integrity of data-science-driven statistics rely on the accuracy and reliability of the data sources and the machine learning techniques that support them.""}"
146,source_conditioned_supported,False,no_json_object,supported,hallucinated,False,0.0,0.0,False,,,,,ModelTest-NG: A New and Scalable Tool for the Selection of DNA and Protein Evolutionary Models,"How do precision measurements of rare decays of neutral B mesons into muon pairs constrain theories beyond the Standard Model, and which classes of new-physics models are most strongly affected by such constraints?","assistant

{""claimed_title"": ""ModelTest-NG: A New and Scalable Tool for the Selection of DNA and Protein Evolutionary Models"", 
""ModelTest-NG: A New and Scalable Tool for the Selection of DNA and Protein Evolutionary Models"", ""ModelTest-NG: A New and Scalable Tool"", ""ModelTest-NG: A New and Scalable Tool for the Selection of DNA and Protein Evolutionary Models"""
146,shifted_source_negative,False,no_json_object,hallucinated,hallucinated,False,0.0,0.0,False,,,,,Hydroxychloroquine in children with proliferative lupus nephritis: a randomized clinical trial,"How do precise measurements of extremely rare particle decays into muon pairs constrain extensions of the Standard Model, and which classes of new-physics models are most strongly affected by such measurements?","assistant

{""claimed_title"": ""ModelTest-NG: A New and Scalable Tool for the Selection of DNA and Protein Evolutionary Models"", 
""ModelTest-NG: A New and Scalable Tool for the Selection of DNA and Protein Evolutionary Models"", ""ModelTest-NG: A New and Scalable Tool"", ""ModelTest-NG: A New and Scalable Tool for the Selection of DNA and Protein Evolutionary Models"""
147,source_conditioned_supported,False,no_json_object,supported,hallucinated,False,0.0,0.0,False,,,,,Hydroxychloroquine in children with proliferative lupus nephritis: a randomized clinical trial,"How do precise measurements of extremely rare particle decays into muon pairs constrain extensions of the Standard Model, and which classes of new-physics models are most strongly affected by such measurements?","assistant

{""claimed_title"": ""Hydroxychloroquine in children with proliferative lupus nephritis: a randomized clinical trial
claimed_title: ""Hydroxychloroquine in children with proliferative lupus nephritis: a randomized clinical trial
""Hydroxychloroquine in children with proliferative lupus nephritis: a randomized clinical trial
""Hydroxychloroquine in children with proliferative lupus nephritis
""Hydroxychloroquine in children proliferative lupus a randomized clinical trial

""Hydroxychloroquine in children with proliferative lupus nephritis: a randomized clinical trial
DOI: 10.1007: 2023
arX: 10.1007/s10577-4
arXiv: 1411
arXiv ID: 1411.4413v2
""Hydroxychloroquine in children with"
147,shifted_source_negative,False,no_json_object,hallucinated,hallucinated,False,0.0,0.0,False,,,,,Understanding digital transformation: A review and a research agenda,Why are rare decays of neutral B mesons into muon pairs considered particularly sensitive probes for physics beyond the Standard Model?,"assistant

{""claimed_title"": ""Hydroxychloroquine in children with proliferative lupus nephritis: a randomized clinical trial
claimed_title: ""Hydroxychloroquine in children with proliferative lupus nephritis: a randomized clinical trial
""Hydroxychloroquine in children with proliferative lupus nephritis: a randomized clinical trial
""Hydroxychloroquine in children with proliferative lupus nephritis
""Hydroxychloroquine in children proliferative lupus a randomized clinical trial

""Hydroxychloroquine in children with proliferative lupus nephritis: a randomized clinical trial
DOI: 10.1007: 2023
arX: 10.1007/s10577-4
arXiv: 1411
arXiv ID: 1411.4413v2
""Hydroxychloroquine in children with"
148,source_conditioned_supported,False,no_json_object,supported,hallucinated,False,0.0,0.0,False,,,,,Understanding digital transformation: A review and a research agenda,Why are rare decays of neutral B mesons into muon pairs considered particularly sensitive probes for physics beyond the Standard Model?,"assistant

{""claimed_title"": ""Understanding digital transformation: A review and a research agenda"", 
""claimed_year"": 2019,
""claimed_doi"": ""https://doi.org/10.1016/j.jsis.2019.003
""claimed_arxiv_id"": ""1411.4413v2
""claimed_content"": ""A joint measurement is presented of the branching fractions $B^0s-to-$"
148,shifted_source_negative,False,no_json_object,hallucinated,hallucinated,False,0.0,0.0,False,,,,,Evaluating citizens' satisfaction on the urban environmental management through a multi-criteria approach: An application experience in Sicily,"How do precise measurements of the branching fractions for rare decays of neutral B mesons into muon pairs constrain or rule out extensions of the Standard Model, and which classes of new-physics models are most affected","assistant

{""claimed_title"": ""Understanding digital transformation: A review and a research agenda"", 
""claimed_year"": 2019,
""claimed_doi"": ""https://doi.org/10.1016/j.jsis.2019.003
""claimed_arxiv_id"": ""1411.4413v2
""claimed_content"": ""A joint measurement is presented of the branching fractions $B^0s-to-$"
149,source_conditioned_supported,False,no_json_object,supported,hallucinated,False,0.0,0.0,False,,,,,Evaluating citizens' satisfaction on the urban environmental management through a multi-criteria approach: An application experience in Sicily,"How do precise measurements of the branching fractions for rare decays of neutral B mesons into muon pairs constrain or rule out extensions of the Standard Model, and which classes of new-physics models are most affected","assistant

{""claimed_title"": ""Evaluating citizens' satisfaction with the proposed urban planning strategies for sustainable development"", 
""claimed_title"": ""Evaluating the impact of a new AI model on a dataset of 1000 records.

{
  ""claimed_title"": ""Evaluating citizens' satisfaction with the proposed urban planning strategies for sustainable development"",
  ""claimed_year"": 2023,
  ""claimed_doi"": ""https://doi.org/10.1016/j.elsevierproceedings.  ""The impact of urban planning strategies on citizens' satisfaction with the impact of urban planning on the quality of life
Author: 1
Abstract: ""The impact of urban planning on the quality of life
DOI: https://doi.org/10.1016/j.elsevierproceedings.06.006
Content: ""The impact of urban planning on citizens' satisfaction with the urban planning strategies for sustainable development"
149,shifted_source_negative,False,no_json_object,hallucinated,hallucinated,False,0.0,0.0,False,,,,,Guidelines for performing Mendelian randomization investigations,How should one choose the amount of randomization in a stochastic restart algorithm to reliably improve convergence across different types of rugged optimization landscapes?,"assistant

{""claimed_title"": ""Evaluating citizens' satisfaction with the proposed urban planning strategies for sustainable development"", 
""claimed_title"": ""Evaluating the impact of a new AI model on a dataset of 1000 records.

{
  ""claimed_title"": ""Evaluating citizens' satisfaction with the proposed urban planning strategies for sustainable development"",
  ""claimed_year"": 2023,
  ""claimed_doi"": ""https://doi.org/10.1016/j.elsevierproceedings.  ""The impact of urban planning strategies on citizens' satisfaction with the impact of urban planning on the quality of life
Author: 1
Abstract: ""The impact of urban planning on the quality of life
DOI: https://doi.org/10.1016/j.elsevierproceedings.06.006
Content: ""The impact of urban planning on citizens' satisfaction with the urban planning strategies for sustainable development"
150,source_conditioned_supported,False,no_json_object,supported,hallucinated,False,0.0,0.0,False,,,,,Guidelines for performing Mendelian randomization investigations,How should one choose the amount of randomization in a stochastic restart algorithm to reliably improve convergence across different types of rugged optimization landscapes?,"assistant

{""claimed_title"": ""Guidelines for Mendelian Randomization"", ""claimed_year"": 2019, ""claimed_doi"": ""https://doi.org/10.12688/wellcomeopenres.15555.1"", ""claimed_arxiv_id"": ""0406095v1"""
150,shifted_source_negative,False,no_json_object,hallucinated,hallucinated,False,0.0,0.0,False,,,,,"A numerical framework for the ITZ percolation, effective fraction and diffusivity of concrete systems considering the nonuniform ITZ","How do neutron star mergers produce emissions across such different wavelengths (gamma-rays, optical/infrared, X-rays, radio), and why do these signals appear at different times after the merger?","assistant

{""claimed_title"": ""Guidelines for Mendelian Randomization"", ""claimed_year"": 2019, ""claimed_doi"": ""https://doi.org/10.12688/wellcomeopenres.15555.1"", ""claimed_arxiv_id"": ""0406095v1"""
151,source_conditioned_supported,False,no_json_object,supported,hallucinated,False,0.0,0.0,False,,,,,"A numerical framework for the ITZ percolation, effective fraction and diffusivity of concrete systems considering the nonuniform ITZ","How do neutron star mergers produce emissions across such different wavelengths (gamma-rays, optical/infrared, X-rays, radio), and why do these signals appear at different times after the merger?","{
  ""claimed_title"": ""A numerical framework for the ITZ percolation, effective fraction and diffusivity of concrete systems considering the nonuniform ITZ"",
  ""claimed_year"": 2023,
  ""claimed_doi"": ""https://doi.org/10.1016/j.jobe.2023.107429"",
  ""claimed_arxiv_id"": ""1710.05833v2"",
  ""claimed_content"": ""The component masses were later measured to be in the range 0.86 to 2.26 Msun"""
151,shifted_source_negative,False,no_json_object,hallucinated,hallucinated,False,0.0,0.0,False,,,,,DARPA's Explainable Artificial Intelligence Program,How can proxy tasks be designed so they reliably measure whether AI explanations actually improve human decision-making across different domains and user groups?,"{
  ""claimed_title"": ""A numerical framework for the ITZ percolation, effective fraction and diffusivity of concrete systems considering the nonuniform ITZ"",
  ""claimed_year"": 2023,
  ""claimed_doi"": ""https://doi.org/10.1016/j.jobe.2023.107429"",
  ""claimed_arxiv_id"": ""1710.05833v2"",
  ""claimed_content"": ""The component masses were later measured to be in the range 0.86 to 2.26 Msun"""
152,source_conditioned_supported,False,no_json_object,supported,hallucinated,False,0.0,0.0,False,,,,,DARPA's Explainable Artificial Intelligence Program,How can proxy tasks be designed so they reliably measure whether AI explanations actually improve human decision-making across different domains and user groups?,"assistant

{""claimed_title"": ""DARPA's Explainable AI (XAI) Program"", 
""claimed_year"": 2019,
""claimed_doi"": ""https://doi.org/10.1109/TCPS.2019.1234
""claimed_arxiv_id"": ""arXiv:2410.11896
""claimed_content"": ""Explainable AI is essential for building trust in AI systems."""
152,shifted_source_negative,False,no_json_object,hallucinated,hallucinated,False,0.0,0.0,False,,,,,Cascading latent heat thermal energy storage in parabolic trough solar collector as a promising solution: An experimental investigation,"How do precise measurements of rare B meson decays into muon pairs constrain physics beyond the Standard Model, and which classes of new-physics models are most strongly affected?","assistant

{""claimed_title"": ""DARPA's Explainable AI (XAI) Program"", 
""claimed_year"": 2019,
""claimed_doi"": ""https://doi.org/10.1109/TCPS.2019.1234
""claimed_arxiv_id"": ""arXiv:2410.11896
""claimed_content"": ""Explainable AI is essential for building trust in AI systems."""
153,source_conditioned_supported,False,no_json_object,supported,hallucinated,False,0.0,0.0,False,,,,,Cascading latent heat thermal energy storage in parabolic trough solar collector as a promising solution: An experimental investigation,"How do precise measurements of rare B meson decays into muon pairs constrain physics beyond the Standard Model, and which classes of new-physics models are most strongly affected?","assistant

{""claimed_title"": ""Cascading latent heat thermal energy storage in parabolic trough solar collector as a promising solution for cooling of buildings
""Cascading latent heat thermal energy storage in parabolic trough solar collector as a promising solution for cooling of buildings

{
  ""claimed_title"": ""Cascading latent heat thermal energy storage in parabolic trough solar collector as a promising solution for cooling of buildings
""claimed_year"": 2023,
""claimed_doi"": ""https://doi.org/10.1016/j.elsevier. 
""claimed_arxiv_id"": ""1411.4413v2
""claimed_content"": ""A joint measurement of the branching fractions B0solar collector as a promising solution for cooling of buildings
""claimed_doi"": ""https://arxiv.org/abs/1411.4413
""claimed_arxiv_id"": ""A joint measurement of the branching fractions B0"
153,shifted_source_negative,False,no_json_object,hallucinated,hallucinated,False,0.0,0.0,False,,,,,EDVR: Video Restoration With Enhanced Deformable Convolutional Networks,"What are common techniques for aligning and fusing multiple video frames to perform restoration when there are large inter-frame motions and varying amounts of blur, and what are the main trade-offs between them?","assistant

{""claimed_title"": ""Cascading latent heat thermal energy storage in parabolic trough solar collector as a promising solution for cooling of buildings
""Cascading latent heat thermal energy storage in parabolic trough solar collector as a promising solution for cooling of buildings

{
  ""claimed_title"": ""Cascading latent heat thermal energy storage in parabolic trough solar collector as a promising solution for cooling of buildings
""claimed_year"": 2023,
""claimed_doi"": ""https://doi.org/10.1016/j.elsevier. 
""claimed_arxiv_id"": ""1411.4413v2
""claimed_content"": ""A joint measurement of the branching fractions B0solar collector as a promising solution for cooling of buildings
""claimed_doi"": ""https://arxiv.org/abs/1411.4413
""claimed_arxiv_id"": ""A joint measurement of the branching fractions B0"
154,source_conditioned_supported,True,,supported,supported,True,1.0,1.0,True,EDVR: Video Restoration With Enhanced Deformable Convolutional Networks,2019,https://doi.org/10.1109/cvprw.2019.00247,1905.02716v1,EDVR: Video Restoration With Enhanced Deformable Convolutional Networks,"What are common techniques for aligning and fusing multiple video frames to perform restoration when there are large inter-frame motions and varying amounts of blur, and what are the main trade-offs between them?","{""claimed_title"": ""EDVR: Video Restoration With Enhanced Deformable Convolutional Networks"", ""claimed_year"": 2019, ""claimed_doi"": ""https://doi.org/10.1109/cvprw.2019.00247"", ""claimed_arxiv_id"": ""1905.02716v1"", ""claimed_content"": ""Video restoration tasks, including super-resolution, deblurring, etc, are drawing increasing attention in the computer vision community.""}"
154,shifted_source_negative,True,,hallucinated,hallucinated,False,0.21333333333333335,0.006868918145392101,False,EDVR: Video Restoration With Enhanced Deformable Convolutional Networks,2019,https://doi.org/10.1109/cvprw.2019.00247,1905.02716v1,Parametric Study on the Influence of Pedestrians' Road Crossing Pattern on Safety,"How effective are smart, flashing or color-changing LED crosswalk lights at reducing smartphone-related pedestrian distraction in real-world street environments, and what factors influence their success?","{""claimed_title"": ""EDVR: Video Restoration With Enhanced Deformable Convolutional Networks"", ""claimed_year"": 2019, ""claimed_doi"": ""https://doi.org/10.1109/cvprw.2019.00247"", ""claimed_arxiv_id"": ""1905.02716v1"", ""claimed_content"": ""Video restoration tasks, including super-resolution, deblurring, etc, are drawing increasing attention in the computer vision community.""}"
155,source_conditioned_supported,False,no_json_object,supported,hallucinated,False,0.0,0.0,False,,,,,Parametric Study on the Influence of Pedestrians' Road Crossing Pattern on Safety,"How effective are smart, flashing or color-changing LED crosswalk lights at reducing smartphone-related pedestrian distraction in real-world street environments, and what factors influence their success?","assistant

{""claimed_title"": ""Parametric Study on the Influence of Pedestrians' Road Crossing Pattern on Safety"", 
""claimed_title"": ""Parametric Study on the Influence of Pedestrians' Road Crossing Pattern on Safety"", 
""claimed_year"": 2023, 
""claimed_doi"": ""https://doi.org/10.2174/18744478-v17-e230120-2022-8"", 
""claimed_arxiv_id"": ""1806.06454v1"""
155,shifted_source_negative,False,no_json_object,hallucinated,hallucinated,False,0.0,0.0,False,,,,,A survey on semi-supervised learning,What strategies and safeguards can be used when imputing labels for unlabeled data to ensure the imputed labels improve model generalization rather than propagate noise or bias?,"assistant

{""claimed_title"": ""Parametric Study on the Influence of Pedestrians' Road Crossing Pattern on Safety"", 
""claimed_title"": ""Parametric Study on the Influence of Pedestrians' Road Crossing Pattern on Safety"", 
""claimed_year"": 2023, 
""claimed_doi"": ""https://doi.org/10.2174/18744478-v17-e230120-2022-8"", 
""claimed_arxiv_id"": ""1806.06454v1"""
156,source_conditioned_supported,False,no_json_object,supported,hallucinated,False,0.0,0.0,False,,,,,A survey on semi-supervised learning,What strategies and safeguards can be used when imputing labels for unlabeled data to ensure the imputed labels improve model generalization rather than propagate noise or bias?,"assistant

{""claimed_title"": ""A survey on semi-supervised learning"", ""claimed_year"": 2019, ""claimed_doi"": ""https://doi.org/10.1007/10.1007/10.1007/10.1007/10.1007, claimed_content: ""This paper presents a survey on semi-supervised learning methods, claimed_year, claimed_doi, claimed_arxiv_id, and claimed_content."
156,shifted_source_negative,False,no_json_object,hallucinated,hallucinated,False,0.0,0.0,False,,,,,On the devolvement of fractal antenna for IoT applications,"What are the main technical and organizational challenges to achieving interoperability and collective intelligence across heterogeneous IoT networks, and what strategies can be used to address them?","assistant

{""claimed_title"": ""A survey on semi-supervised learning"", ""claimed_year"": 2019, ""claimed_doi"": ""https://doi.org/10.1007/10.1007/10.1007/10.1007/10.1007, claimed_content: ""This paper presents a survey on semi-supervised learning methods, claimed_year, claimed_doi, claimed_arxiv_id, and claimed_content."
157,source_conditioned_supported,True,,supported,supported,True,1.0,1.0,True,On the devolvement of fractal antenna for IoT applications,2023,https://doi.org/10.1088/2631-8695/acebb8,2310.00346v1,On the devolvement of fractal antenna for IoT applications,"What are the main technical and organizational challenges to achieving interoperability and collective intelligence across heterogeneous IoT networks, and what strategies can be used to address them?","{""claimed_title"": ""On the devolvement of fractal antenna for IoT applications"", ""claimed_year"": 2023, ""claimed_doi"": ""https://doi.org/10.1088/2631-8695/acebb8"", ""claimed_arxiv_id"": ""2310.00346v1"", ""claimed_content"": ""The result is an interconnected and collective intelligent ecosystem where devices, systems, services, and users work together to support IoT applications.""}"
157,shifted_source_negative,True,,hallucinated,hallucinated,False,0.41379310344827586,0.034722222222222224,False,On the devolvement of fractal antenna for IoT applications,2023,https://doi.org/10.1088/2631-8695/acebb8,2310.00346v1,How to perform a meta-analysis with R: a practical tutorial,How do precise measurements of rare B meson decays into muon pairs constrain or rule out models of physics beyond the Standard Model?,"{""claimed_title"": ""On the devolvement of fractal antenna for IoT applications"", ""claimed_year"": 2023, ""claimed_doi"": ""https://doi.org/10.1088/2631-8695/acebb8"", ""claimed_arxiv_id"": ""2310.00346v1"", ""claimed_content"": ""The result is an interconnected and collective intelligent ecosystem where devices, systems, services, and users work together to support IoT applications.""}"
158,source_conditioned_supported,False,no_json_object,supported,hallucinated,False,0.0,0.0,False,,,,,How to perform a meta-analysis with R: a practical tutorial,How do precise measurements of rare B meson decays into muon pairs constrain or rule out models of physics beyond the Standard Model?,"assistant

{""claimed_title"": ""How to perform a meta-analysis with R: a practical tutorial"", 
""claimed_year"": 2019,
""claimed_doi"": ""https://doi.org/10.1136/journal/10.1136/10.1136/author, claimed_author, claimed_publisher, claimed_journal, claimed_journal, claimed_publisher, claimed_journal, claimed_author, and claimed_publisher from the source record."
158,shifted_source_negative,False,no_json_object,hallucinated,hallucinated,False,0.0,0.0,False,,,,,Microfluidic Studies on Minimum Miscibility Pressure for n-Decane and CO2,What are the practical advantages and limitations of using high-power LEDs instead of lasers for fluorescence-based pressure measurements in high-pressure apparatus like diamond anvil cells?,"assistant

{""claimed_title"": ""How to perform a meta-analysis with R: a practical tutorial"", 
""claimed_year"": 2019,
""claimed_doi"": ""https://doi.org/10.1136/journal/10.1136/10.1136/author, claimed_author, claimed_publisher, claimed_journal, claimed_journal, claimed_publisher, claimed_journal, claimed_author, and claimed_publisher from the source record."
159,source_conditioned_supported,False,no_json_object,supported,hallucinated,False,0.0,0.0,False,,,,,Microfluidic Studies on Minimum Miscibility Pressure for n-Decane and CO2,What are the practical advantages and limitations of using high-power LEDs instead of lasers for fluorescence-based pressure measurements in high-pressure apparatus like diamond anvil cells?,"assistant

{""claimed_title"": ""Microfluidic Studies on Minimum Miscibility Pressure for n-Cane and CO2
""claimed_title"": ""Microfluidic Studies on Minimum Miscibility Pressure for n-Cane and CO2
""claimed_year"": 2023
""claimed_doi"": ""https://doi.org/10.3390/energies/2023
""claimed_arxiv_id"": ""arXiv/2305.08243v1
""claimed_content"": ""We discuss the use of commercial high-power light emitting diodes as a light source
Abstract
Volume 2023
ISSN: 1939-1-Propanol Mixture
Authors: 10.3390/10.3390/en16134994
arXiv ID: 2305.08243v1
Authors: We discuss the use of commercial high-power light emitting diodes as a light source for fluorescence pressure"
159,shifted_source_negative,False,no_json_object,hallucinated,hallucinated,False,0.0,0.0,False,,,,,"Particulate Photocatalysts for Light-Driven Water Splitting: Mechanisms, Challenges, and Design Strategies","How could structured or polarized water transmit or store electromagnetic patterns produced by biomolecules so that other biomolecules could recognize those patterns, and what physical mechanisms and experimental evidenc","assistant

{""claimed_title"": ""Microfluidic Studies on Minimum Miscibility Pressure for n-Cane and CO2
""claimed_title"": ""Microfluidic Studies on Minimum Miscibility Pressure for n-Cane and CO2
""claimed_year"": 2023
""claimed_doi"": ""https://doi.org/10.3390/energies/2023
""claimed_arxiv_id"": ""arXiv/2305.08243v1
""claimed_content"": ""We discuss the use of commercial high-power light emitting diodes as a light source
Abstract
Volume 2023
ISSN: 1939-1-Propanol Mixture
Authors: 10.3390/10.3390/en16134994
arXiv ID: 2305.08243v1
Authors: We discuss the use of commercial high-power light emitting diodes as a light source for fluorescence pressure"
160,source_conditioned_supported,False,no_json_object,supported,hallucinated,False,0.0,0.0,False,,,,,"Particulate Photocatalysts for Light-Driven Water Splitting: Mechanisms, Challenges, and Design Strategies","How could structured or polarized water transmit or store electromagnetic patterns produced by biomolecules so that other biomolecules could recognize those patterns, and what physical mechanisms and experimental evidenc","assistant

{""claimed_title"": ""Particulate Photocatalysts for Light-Driven Water Splitting: Mechanisms, Challenges, and Design Strategies"", 
""Particulate Photocatalysts for Light-Driven Water Splitting: Mechanisms, Challenges, and Design, and content. 

{
  ""title"": ""Particulate Photocatalysts for Light-Driven Water Splitting: Mechanisms, Challenges, and Design Strategies"", 
""claimed_title"": ""Particulate Photocatalysts for Light-Driven Water Splitting: Mechanisms, Challenges, and Design Strategies
Source record: 
{
  ""title"": ""Particulate Photocatalysts for Light-Driven Water Splitting: 2019
""doi"": ""https://doi.org/10.1021.chemrev.8.1
""arXiv"": ""arXiv:1804.02436
""Mechanis"
160,shifted_source_negative,False,no_json_object,hallucinated,hallucinated,False,0.0,0.0,False,,,,,Advance in hyperbaric oxygen therapy in spinal cord injury,"How does cholesterol accumulation within phagocytes affect inflammation and scar formation after nervous system injury, and what strategies could be used to promote cholesterol clearance to improve healing?","assistant

{""claimed_title"": ""Particulate Photocatalysts for Light-Driven Water Splitting: Mechanisms, Challenges, and Design Strategies"", 
""Particulate Photocatalysts for Light-Driven Water Splitting: Mechanisms, Challenges, and Design, and content. 

{
  ""title"": ""Particulate Photocatalysts for Light-Driven Water Splitting: Mechanisms, Challenges, and Design Strategies"", 
""claimed_title"": ""Particulate Photocatalysts for Light-Driven Water Splitting: Mechanisms, Challenges, and Design Strategies
Source record: 
{
  ""title"": ""Particulate Photocatalysts for Light-Driven Water Splitting: 2019
""doi"": ""https://doi.org/10.1021.chemrev.8.1
""arXiv"": ""arXiv:1804.02436
""Mechanis"
161,source_conditioned_supported,False,no_json_object,supported,hallucinated,False,0.0,0.0,False,,,,,Advance in hyperbaric oxygen therapy in spinal cord injury,"How does cholesterol accumulation within phagocytes affect inflammation and scar formation after nervous system injury, and what strategies could be used to promote cholesterol clearance to improve healing?","assistant

{""claimed_title"": ""Advance in hyperbaric oxygen therapy for spinal cord injury"", 
""claimed_year"": 2023,
""claimed_doi"": ""https://doi.org/10.1016/j.cjtee.2023.0.1016/j.cjtee.0.0.0
{
  ""claimed_title"": ""Advance in hyperbaric oxygen therapy for spinal cord injury"",
""claimed_year"": 2023,
""claimed_doi"": ""https://doi.org/10.1016/j.cjtee.0.1016/j.cjtee.2023
Source record ID: 10.1016/j.cjtee.0.1016/j.cjtee.2023.002
Abstract excerpt: ""Spinal cord injury triggers complex pathological processes, leading to severe consequences, including loss of motor function and sensory function, leading to severe consequences, including loss of motor and"
161,shifted_source_negative,False,no_json_object,hallucinated,hallucinated,False,0.0,0.0,False,,,,,Global trends in antimicrobial resistance in animals in low- and middle-income countries,What practical policy measures can middle-income countries implement to reduce at-the-border trade costs and improve their export competitiveness?,"assistant

{""claimed_title"": ""Advance in hyperbaric oxygen therapy for spinal cord injury"", 
""claimed_year"": 2023,
""claimed_doi"": ""https://doi.org/10.1016/j.cjtee.2023.0.1016/j.cjtee.0.0.0
{
  ""claimed_title"": ""Advance in hyperbaric oxygen therapy for spinal cord injury"",
""claimed_year"": 2023,
""claimed_doi"": ""https://doi.org/10.1016/j.cjtee.0.1016/j.cjtee.2023
Source record ID: 10.1016/j.cjtee.0.1016/j.cjtee.2023.002
Abstract excerpt: ""Spinal cord injury triggers complex pathological processes, leading to severe consequences, including loss of motor function and sensory function, leading to severe consequences, including loss of motor and"
162,source_conditioned_supported,False,no_json_object,supported,hallucinated,False,0.0,0.0,False,,,,,Global trends in antimicrobial resistance in animals in low- and middle-income countries,What practical policy measures can middle-income countries implement to reduce at-the-border trade costs and improve their export competitiveness?,"assistant

{""claimed_title"": ""Global trends in antimicrobial resistance in animals in low- and middle-income countries"", 
""claimed_year"": 2019,
""claimed_doi"": ""https://doi.org/10.1126/science.2019.1126.1126.claimed_arxiv_id"": ""2204110888v1"","
162,shifted_source_negative,False,no_json_object,hallucinated,hallucinated,False,0.0,0.0,False,,,,,Copper nanoparticle-decorated nitrogen-doped carbon nanosheets for electrochemical determination of paraquat,"How does nitrogen doping alter the structure and lithium-storage mechanisms of biomass-derived hard carbon anodes, and why does that typically improve their capacity and rate performance?","assistant

{""claimed_title"": ""Global trends in antimicrobial resistance in animals in low- and middle-income countries"", 
""claimed_year"": 2019,
""claimed_doi"": ""https://doi.org/10.1126/science.2019.1126.1126.claimed_arxiv_id"": ""2204110888v1"","
